Sr #,Registration #,Unit Name,Date of Registration,Address of Establishment,Tehsil,District,Directorate,Contact #,Date of Start of Business,Name of Employer,Nature of Business,No. of Permanent Employees,No. of Temporary Employees,No. of Contractual Employees ,Total No. of Employees,Amount of wages paid to employees (Dec 2017),Amount of contribution paid (Dec 2017),F4 No. ,Amount of C4,F5 No.,F5 Amount,Where C4 Amount is Excess,Where C4 Amount is Less,Amount Increase Receivable ,Increase Amount Received,Accum. Balance of arrears,Functional/ Non- Functional ,Cases u/s 57,Cases u/s 59,Cases U/S 66,Cases U/S 81,Civil / High Court
43408,82-4562,Shahab Lab & Branches ,01.05.2010,"Nishter Road, Multan",Multan,Multan,Multan,-,01.05.2010,-,Community & Business,5,-,-,5,-,-,-,4500,-,-,-,-,-,-,205791,Functional ,-,-,-,-,-
43409,61-4563,Ahsan Medican Company ,01.05.2010,"Nishter Road, Multan",Multan,Multan,Multan,-,01.05.2010,-,Whole Sale & Retail Trade,4,-,-,4,60000,3600,18425,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43410,61-4564,Kambo Medical Hall ,01.05.2010,"Nishter Road, Multan",Multan,Multan,Multan,-,01.05.2010,-,Whole Sale & Retail Trade,5,-,-,5,75000,4500,18337,-,37567,7200,-,-,800,2800,166221,Functional ,-,-,U/s 66,-,-
43411,82-4565,Khan Lab ,01.05.2010,"Nishter Road, Multan",Multan,Multan,Multan,3006329488,01.05.2010,Dr. Aamar Ali,Community & Business,4,-,-,4,60667,3640,18127,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43412,61-4566,Ishtiaq Drink Corner ,01.05.2010,Hussainagahi Multan,Multan,Multan,Multan,3008306262,01.05.2010,Fraz,Whole Sale & Retail Trade,5,-,-,5,75000,4500,18736,-,37633,4500,-,-,2250,-,169491,Functional ,-,-,-,-,-
43413,61-4568,Madina Medicine Company ,01.05.2010,Shamasabad Multan,Multan,Multan,Multan,-,01.05.2010,-,Whole Sale & Retail Trade,7,-,-,7,105000,6300,18324,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43414,61-4569,Faisal Pharma ,01.05.2010,Ghanta Ghar Multan,Multan,Multan,Multan,3006332195,01.05.2010,Ikram,Whole Sale & Retail Trade,5,-,-,5,75000,4500,17316,-,-,-,-,-,-,-,12296,Functional ,-,-,-,-,-
43415,36-4571,Anwar Engineering ,01.05.2010,"Faizi Road, Multan",Multan,Multan,Multan,3006302007,01.05.2010,Shahzad,Manufacture of Machinery,10,-,-,10,150000,9000,18661,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43416,71-2556,OCS / Muller & Phips ,19.11.1997,"Khanewal Road, Multan",Multan,Multan,Multan,-,19.11.1997,Waqas,Communication,108,-,-,108,1679000,100740,18277-78,-,-,-,-,-,-,-,5744,Functional ,-,-,-,-,-
43417,13-3682,Marshal CNG ,18.02.2009,"Old Bahawalpur Road, Multan",Multan,Multan,Multan,-,18.02.2009,-,Crude Petroleum & Gas,5,-,-,5,75000,4500,18630,-,37375,4500,-,-,68,-,47027,Functional ,-,-,-,-,-
43418,13-4599,Al Rehman CNG ,01.11.2010,"Water Works Road, Multan",Multan,Multan,Multan,-,01.11.2010,-,Crude Petroleum & Gas,2,-,-,2,30000,1800,18516,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43419,36-4605,Gulf Service ,01.12.2010,"Akbar Road, Multan",Multan,Multan,Multan,-,01.12.2010,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23233,Non-Functional,-,-,-,-,-
43420,23-1917,Ahmed H.Textile ,01.12.2010,Hassan Pervana Colony Multan,Multan,Multan,Multan,614512933,01.12.2010,Raheel,Personal Services,20,-,-,20,300000,18000,17315,-,-,-,-,-,-,-,5754,Functional ,-,-,-,-,-
43421,61-4628,M/s. Nift ,11.05.2011,Nawan Sheher Multan,Multan,Multan,Multan,619201372,11.05.2011,Wajid Munir,Communication,15,-,-,15,326133,19568,17224,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43422,61-3626,Mushtaq Unani Dawa Khana,01.01.2015,Pak Gate Multan,Multan,Multan,Multan,-,01.01.2015,-,Whole Sale & Retail Trade,5,-,-,5,75000,4500,17417,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43423,61-414,Askari Guard,01.04.2003,Shadman Colony Multan,Multan,Multan,Multan,-,01.04.2003,-,Miscellaneos Industries,150,-,-,150,2250000,135000,18174,-,-,-,-,-,-,-,37590,Functional ,-,-,-,-,-
43424,61-4608,M/s. Ali Aqib & Co.,01.05.2011,Abdali Road Multan,Multan,Multan,Multan,-,01.05.2011,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Non-Functional,-,-,-,-,-
43425,5-82-4609,M/s. New Haven Public School,01.05.2011,Gulistan Chowk Multan,Multan,Multan,Multan,3037227722,01.05.2011,Munawar Ahmed,Community & Business,15,-,-,15,-,-,-,13500,-,-,-,-,-,-,136335,Functional ,-,-,-,-,-
43426,36-4692,Yousaf Auto Eng. Services ,01.05.2011,Chowk Sheedan Multan,Multan,Multan,Multan,-,01.05.2011,-,Manufacture of Machinery,3,-,-,3,-,-,-,2700,-,-,-,-,-,-,100661,Functional ,-,-,-,-,-
43427,36-4704,M/s. Abco Tech. Pvt Ltd,08.08.2012,"Railway Road, Multan",Multan,Multan,Multan,-,08.08.2012,-,Whole Sale & Retail Trade,10,-,-,10,153000,9180,18107,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43428,71-4757,M/s. National Communication CARGO,16.01.2012,Tareen Road Multan,Multan,Multan,Multan,-,16.01.2012,-,Forestry & Logging,2,-,-,2,-,-,-,1800,-,-,-,-,-,-,186840,Functional ,-,-,-,-,-
43429,61-4767,M/s. Shafique Enterprises,22.11.2012,Hassan Pervana Colony Multan,Multan,Multan,Multan,-,22.11.2012,-,Whole Sale & Retail Trade,6,-,-,6,90000,5400,17288,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43430,13-4766,M/s. Elahi Petrolieum ,22.11.2012,"Masoom Shah Road, Multan",Multan,Multan,Multan,-,22.11.2012,M. Usman,Crude Petroleum & Gas,5,-,-,5,75000,4500,17354,-,-,-,-,-,-,-,4487,Functional ,-,-,-,-,-
43431,61-4830,M/s. Gift Point ,19.02.2013,Sharif Plaza Multan,Multan,Multan,Multan,3007370000,19.02.2013,-,Whole Sale & Retail Trade,5,-,-,5,75000,4500,17375,-,-,-,-,-,-,-,172600,Functional ,-,-,-,-,-
43432,61-4828,M/s. Fareed Book Centre,18.02.2013,Ghanta Ghar Multan,Multan,Multan,Multan,-,18.02.2013,-,Whole Sale & Retail Trade,4,-,-,4,60000,3600,18307,-,-,-,-,-,-,-,10749,Functional ,-,-,-,-,-
43433,61-4829,M/s. Food Festivel Shop,01.09.2013,Pak Gate Multan,Multan,Multan,Multan,-,01.09.2013,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58200,Non-Functional,-,-,-,-,-
43434,28-4840,M/s. Nadeem Shafique Printing Press,21.02.2013,Hassan Pervana Colony Multan,Multan,Multan,Multan,-,21.02.2013,-,Printing / Publishing,20,-,-,20,303000,18180,17401,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43435,36-4886,M/s. Umer Usman & Sons,03.08.2013,"Masoom Shah Road, Multan",Multan,Multan,Multan,-,03.08.2013,-,Manufacture of Machinery,34,-,-,34,481467,28888,18090,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43436,61-4930,M/s. Ideas by Gul Ahmed,08.01.2010,Nawan Sheher Multan,Multan,Multan,Multan,-,08.01.2010,-,Whole Sale & Retail Trade,14,-,-,14,252000,15120,18489,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43437,83-4935,M/s. Al-Madina Pizza Garden,26.11.2013,"Old Bahawalpur Road, Multan",Multan,Multan,Multan,3000343455,26.11.2013,Irfan Qazafi,Recreation Services,25,-,-,25,383000,22980,17159,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43438,20-4977,M/s. Tahir Brothers Food ,29.11.2013,"TB Hospital Road, Multan",Multan,Multan,Multan,3073333898,29.11.2013,Abid,Food Manufacture ,8,-,-,8,123333,7400,16784,-,-,-,-,-,-,-,2523,Functional ,-,-,-,-,-
43439,82-5089,M/s. Ghori Lab,14.02.2014,"Nishter Road, Multan",Multan,Multan,Multan,3006881500,14.02.2014,Imran,Community & Business,7,-,-,7,105000,6300,17432,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43440,82-5107,M/s. Multan Polly Technical,14.03.2014,"Masoom Shah Road, Multan",Multan,Multan,Multan,616560862,14.03.2014,Shoukat Ali,Community & Business,10,-,-,10,150000,9000,18517,-,-,-,-,-,-,-,7955,Functional ,-,-,-,-,-
43441,20-5122,M/s. Darbar Sheeren,15.04.2014,"Masoom Shah Road, Multan",Multan,Multan,Multan,3009638394,15.04.2014,Raees,Food Manufacture ,5,-,-,5,75000,4500,18089,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43442,61-3029,M/s. Links Pharma ,29.04.1999,"Hamayon Road, Multan",Multan,Multan,Multan,-,29.04.1999,Malik Tayyab,Whole Sale & Retail Trade,5,-,-,5,75000,4500,17283,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43443,61-5123,M/s. Khan & Sons,15.04.2014,Kalma Chowk Multan,Multan,Multan,Multan,-,15.04.2014,-,Miscellaneos Industries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Functional ,-,-,-,-,-
43444,82-5134,M/s. International Degree College ,26.04.2014,"Katchery Road, Multan",Multan,Multan,Multan,-,26.04.2014,-,Community & Business,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27000,Non-Functional,-,-,-,-,-
43445,82-5133,M/s. Shahwar Model Boy High School,26.04.2014,"Railway Road, Multan",Multan,Multan,Multan,614515381,26.04.2014,Usman Khan,Community & Business,10,-,-,10,-,-,-,9000,-,-,-,-,-,-,352800,Functional ,-,-,-,-,-
43446,82-5144,M/s. Kids Foundation ,29.05.2014,"Katchery Road, Multan",Multan,Multan,Multan,-,29.05.2014,-,Community & Business,5,-,-,5,-,-,-,4500,-,-,-,-,-,-,170400,Functional ,-,-,-,-,-
43447,83-5142,M/s. Domino Pizza Hutt,25.05.2014,Abdali Road Multan,Multan,Multan,Multan,3226133214,25.05.2014,Abdul Qadir,Recreation Services,6,-,-,6,90000,5400,17201,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43448,61-5149,M/s. Sharja Centre,19.06.2014,Sharif Plaza Multan,Multan,Multan,Multan,3028736666,19.06.2014,Naveed ,Whole Sale & Retail Trade,4,-,-,4,60000,3600,17829,-,-,-,-,-,-,-,104996,Functional ,-,-,-,-,-
43449,61-5150,M/s. Askari Cash,19.06.2014,OPP. High Court Multan,Multan,Multan,Multan,3036563698,19.06.2014,Qais Rasool,Miscellaneos Industries,20,-,-,20,336067,20164,18249,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43450,82-5155,M/s Oxford Public School,30.06.2014,"Masoom Shah Road, Multan",Multan,Multan,Multan,-,30.06.2014,-,Community & Business,4,-,-,4,-,-,-,3600,-,-,-,-,-,-,62946,Functional ,-,-,-,-,-
43451,61-5153,M/s. Ideal Distribution,30.06.2014,"Katchery Road, Multan",Multan,Multan,Multan,-,30.06.2014,-,Whole Sale & Retail Trade,7,-,-,7,105000,6300,17261,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43452,61-5154,M/s. Clasic Garments,30.06.2014,Sharif Plaza Multan,Multan,Multan,Multan,-,30.06.2014,-,Whole Sale & Retail Trade,2,-,-,2,-,-,-,1800,-,-,-,-,-,-,36420,Functional ,-,-,-,-,-
43453,61-5156,M/s. Flash Fashion,30.06.2014,Sharif Plaza Multan,Multan,Multan,Multan,3217324764,30.06.2014,Tariq,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42620,Non-Functional,-,-,-,-,-
43454,83-5157,M/s. Top Taste Restaurant.,30.06.2014,Sharif Plaza Multan,Multan,Multan,Multan,3006303250,30.06.2014,Tahir Qureshi,Recreation Services,5,-,-,5,-,-,-,4500,-,-,-,-,-,-,143898,Functional ,-,-,-,-,-
43455,61-5158,M/s. Pakistan Sports,30.06.2014,Hussainagahi Multan,Multan,Multan,Multan,3009637843,30.06.2014,Shahid Qurehsi,Whole Sale & Retail Trade,3,-,-,3,45000,2700,17149,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43456,82-5159,M/s. British International,30.06.2014,Hassan Pervana Colony Multan,Multan,Multan,Multan,-,30.06.2014,Javed Iqbal,Community & Business,10,-,-,10,150000,9000,17331,-,-,-,-,-,-,-,720,Functional ,-,-,-,-,-
43457,82-5160,M/s. Brit International ,30.06.2014,"Katchry Road, Multan",Multan,Multan,Multan,3459630555,30.06.2014,Fazal Abbas,Community & Business,5,-,-,5,-,-,-,4500,-,-,-,-,-,-,4500,Functional ,-,-,-,-,-
43458,61-5161,M/s. Bashir Electric Store,30.06.2017,Haramgate Multan,Multan,Multan,Multan,-,30.06.2017,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40080,Non-Functional,-,-,-,-,-
43459,61-5162,M/s. Asif Opticals,30.06.2014,Abdali Road Multan,Multan,Multan,Multan,-,30.06.2014,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75300,Non-Functional,-,-,-,-,-
43460,83-5163,M/s. Data Chicken ,30.06.2014,Sharif Plaza Multan,Multan,Multan,Multan,3346113186,30.06.2014,M. Makki,Recreation Services,4,-,-,4,-,-,-,3600,-,-,-,-,-,-,89915,Functional ,-,-,-,-,-
43461,61-5164,M/s. Abacus Co,30.06.2014,"Katchery Road, Multan",Multan,Multan,Multan,-,30.06.2014,-,Whole Sale & Retail Trade,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77520,Non-Functional,-,-,-,-,-
43462,61-5178,M/s. Adrees Cloth House,28.07.2014,"Hafiz Jamal Road, Multan",Multan,Multan,Multan,3006336357,28.07.2014,M. Idrees,Whole Sale & Retail Trade,5,-,-,5,75000,4500,18518,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43463,82-4981,M/s. Pak Turk International School,28.08.2014,"Akbar Chowk, Multan",Multan,Multan,Multan,-,28.08.2014,-,Community & Business,17,-,-,17,321800,19308,17351,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43464,82-5284,M/s. Rashid Minhas School,01.01.2015,"Eid Gah Road, Multan",Multan,Multan,Multan,614575551,01.01.2015,Amjid Hameed,Community & Business,10,-,-,10,-,-,-,9000,-,-,-,-,-,-,291600,Functional ,-,-,-,-,-
43465,35-1359,M/s. Haji Qadar Bukhsh Alomonieum ,07.09.1987,Pak Gate Multan,Multan,Multan,Multan,-,07.09.1987,-,Metal Mining,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3113,Non-Functional,-,-,-,-,-
43466,20-934,M/s. Khalid Ka Multani Sohanhalwa,16.09.1984,Dera Adda Multan,Multan,Multan,Multan,-,16.09.1984,,Food Manufacture ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Non-Functional,,,,,
43467,61-5289,M/s. Super Asia MDS,11.02.2015,Gulistan Chowk Multan,Multan,Multan,Multan,-,11.02.2015,-,Whole Sale & Retail Trade,10,-,-,10,172033,10322,18039,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43468,20-5290,M/s. Ahmed Sohan Halwa,13.02.2015,Qadeer Abad Multan,Multan,Multan,Multan,3006368756,13.02.2015,Ayyaz,Food Manufacture ,9,-,-,9,135000,8100,18724,-,-,-,-,-,-,-,512,Functional ,-,-,-,-,-
43469,61-5291,M/s. MCB Employees Security,11.02.2015,Hussainagahi Multan,Multan,Multan,Multan,3047676901,11.02.2015,M. Akram,Miscellaneos Industries,72,-,-,72,1080000,64800,17257,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43470,23-5314,M/s. Tariq Traders,01.01.2015,"TB Hospital Road, Multan",Multan,Multan,Multan,-,01.01.2015,Tariq,Manufacture of Textile,5,-,-,5,79800,4788,18426,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43471,82-5424,M/s. Talah Eltra Sound,04.05.2015,"Nishter Road, Multan",Multan,Multan,Multan,614542574,04.05.2015,Dr. Zafar Khan,Community & Business,3,-,-,3,46667,2800,17136,-,-,-,-,-,-,-,91620,Functional ,-,-,-,-,-
43472,36-5423,M/s. Nazar & Brothers,04.05.2015,"Railway Road, Multan",Multan,Multan,Multan,3006300028,04.05.2015,Nazar M.,Manufacture of Machinery,4,-,-,4,60000,3600,17466,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43473,61-5385,M/s. Shirt & Tie,15.04.2015,Sharif Plaza Multan,Multan,Multan,Multan,-,15.04.2015,-,Whole Sale & Retail Trade,2,-,-,2,36667,2200,17399,-,-,-,-,-,-,-,34768,Functional ,-,-,-,-,-
43474,61-5428,M/s.Orient Energy Centre,30.04.2015,Abdali Road Multan,Multan,Multan,Multan,-,30.04.2015,-,Whole Sale & Retail Trade,9,-,-,9,152233,9134,18656,-,-,-,-,-,-,-,70,Functional ,-,-,-,-,-
43475,61-4661,M/s. Outrider Pvt. LTD,01.01.2012,KFC Chowk Multan,Multan,Multan,Multan,-,01.01.2012,-,Miscellaneos Industries,61,-,-,61,915000,54900,17166-69,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43476,40-5462,M/s. C.R.F.G.H.R.L. Metro Con,06.06.2015,Metro Project,Multan,Multan,Multan,-,06.06.2015,-,Construction ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,302400,Non-Functional,-,-,-,-,-
43477,20-5463,M/s. Fatima Sugar Mills,01.06.2015,Nawan Sheher Multan,Multan,Multan,Multan,614509700,01.06.2015,Nazir Ahmed,Personal Services,43,-,-,43,709900,42594,17489,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43478,20-5485,M/s. Gourmet Bakers,10.08.2015,Ghanta Ghar Multan,Multan,Multan,Multan,-,10.08.2015,-,Whole Sale & Retail Trade,12,-,-,12,179483,10769,18384,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43479,83-5489,M/s. Jalandar Family Res,19.08.2015,Raheem Chowk Masoom Shah Road Multan,Multan,Multan,Multan,3006302531,19.08.2015,Abdul Sattar,Recreation Services,5,-,-,5,75000,4500,18223,-,37429,4500,-,-,203,-,13753,Functional ,-,-,-,-,-
43480,61-5490,M/s. International Cloth,20.08.2015,Nawan Sheher Multan,Multan,Multan,Multan,-,20.08.2015,-,Whole Sale & Retail Trade,8,-,-,8,120000,7200,18428,-,-,-,-,-,-,-,118,Functional ,-,-,-,-,-
43481,61-5494,M/s. Alamgir Engg ,07.09.2015,MDA Chowk Multan,Multan,Multan,Multan,-,07.09.2015,-,Miscellaneos Industries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3900,Non-Functional,-,-,-,-,-
43482,82-5495,M/s. Ramzi Brain,08.9.2015,"Nishter Road, Multan",Multan,Multan,Multan,-,08.9.2015,-,Community & Business,2,-,-,2,-,-,-,1800,-,-,-,-,-,-,26880,Functional ,-,-,-,-,-
43483,83-5501,M/s. Naveed Chicken,18.09.2015,Chowk Ghanta Ghar Multan,Multan,Multan,Multan,3007345641,18.09.2015,Naveed ,Recreation Services,10,,,10,151667,9100,18171,,,,,,,,,Functional ,,,,,
43484,24-5499,M/s. H. Abdul Aziz & Sons,13.09.2015,Chowk Fowara Multan,Multan,Multan,Multan,,13.09.2015,,Whole Sale & Retail Trade,5,,,5,75000,4500,18470,,,,,,,,,Functional ,,,,,
43485,20-5509,M/s. Gormet Bakers,05.10.2015,"Masoom Shah Road, Multan",Multan,Multan,Multan,,05.10.2015,,Whole Sale & Retail Trade,,,,0,,,,,,,,,,,,Non-Functional,,,,,
43486,83-5538,M/s. Hotel Grace,14.11.2015,"Old Bahawalpur Road, Multan",Multan,Multan,Multan,,14.11.2015,,Recreation Services,5,,,5,,,,4500,,,,,,,81144,Functional ,,,,,
43487,83-5537,M/s. Sultania Foods ,05.11.2015,Dera Adda Multan,Multan,Multan,Multan,,05.11.2015,,Recreation Services,,,,0,,,,,,,,,,,34560,Non-Functional,,,,,
43488,82-5567,M/s. Laurates High School,13.01.2016,Shamasabad Multan,Multan,Multan,Multan,304536665,13.01.2016,Zeeshan,Community & Business,6,,,6,90000,5400,18674,,37624,5400,,,2700,,51659,Functional ,,,,,
43489,82-5568,M/s. Allama Iqbal Techonology College,13.01.2016,Shamasabad Multan,Multan,Multan,Multan,,13.01.2016,,Community & Business,6,,,6,,,,5400,,,,,,,120960,Functional ,,,,,
43490,61-5589,M/s. Professional Employers,22.12.2016,46-Gulberg Lahore,Multan,Multan,Multan,,22.12.2016,,Miscellaneos Industries,213,,,213,3634733,218084,18560,,,,,,,,180,Functional ,,,,,
43491,82-5596,M/s. National Hospital,17.03.2016,"Nishter Road, Multan",Multan,Multan,Multan,,17.03.2016,,Community & Business,8,,,8,,,,7200,,,,,,,156960,Functional ,,,,,
43492,82-5599,M/s. Zeenat Medical,17.03.2016,"Nishter Road, Multan",Multan,Multan,Multan,,17.03.2016,,Community & Business,3,,,3,46000,2760,17481,,,,,,,,23520,Functional ,,,,,
43493,82-5597,M/s. Prime Hospital,17.03.2016,"Nishter Road, Multan",Multan,Multan,Multan,,17.03.2016,,Community & Business,8,,,8,,,,7200,,,,,,,142560,Functional ,,,,,
43494,82-5598,M/s. Al Huda Medical ,17.03.2016,"Nishter Road, Multan",Multan,Multan,Multan,,17.03.2016,,Community & Business,5,,,5,75000,4500,17877,,37501,9000,,,,,4736,Functional ,,,,,
43495,82-5600,M/s. Bio Tech Lab,17.03.2016,"Nishter Road, Multan",Multan,Multan,Multan,,17.03.2016,,Community & Business,5,,,5,,,,4500,,,,,,,19613,Functional ,,,,,
43496,38-5718,M/s. Punjab Car Air Cond,19.05.2016,"Sher Shah Road, Multan",Multan,Multan,Multan,3009634751,19.05.2016,Shahid Siddique,Miscellaneos Industries,5,,,5,75000,4500,17259,,,,,,,,,Functional ,,,,,
43497,20-5717,M/s. Gourmet Bakers,19.05.2016,Pak Gate Multan,Multan,Multan,Multan,,19.05.2016,,Whole Sale & Retail Trade,10,,,10,143967,8638,18385,,,,,,,,,Functional ,,,,,
43498,61-5742,M/s. National Communication,13.07.2016,"Sarwar Road, Multan",Multan,Multan,Multan,614540116,13.07.2016,M. Arslan,Communication,35,,,35,587000,35220,18711-12,,,,,,,,,Functional ,,,,,
43499,61-5771,M/s. Khaddi Botiq,03.08.2016,Abdali Road Multan,Multan,Multan,Multan,3218838299,03.08.2016,Absar Akram,Whole Sale & Retail Trade,12,,,12,180000,10800,18660,,,,,,,,10975,Functional ,,,,,
43500,61-5831,M/s. Al-Hilal Agency,17.12.2016,"Katchery Road, Multan",Multan,Multan,Multan,,17.12.2016,,Whole Sale & Retail Trade,7,,,7,105000,6300,17262,,,,,,,,,Functional ,,,,,
43501,61-5830,M/s. Best Communication ,17.12.2016,Chowk Qazafi Multan,Multan,Multan,Multan,,17.12.2016,,Communication,5,,,5,78000,4680,18301,,,,,,,,,Functional ,,,,,
43502,23-5858,M/s. Ali Textile Mills,13.02.2017,Aziz Colony Multan,Multan,Multan,Multan,3009630070,13.02.2017,Imran,Manufacture of Textile,12,,,12,192000,11520,17282,,,,,,,,,Functional ,,,,,
43503,82-5726,M/s. Adam Jee Life,27.05.2016,Abdali Road Multan,Multan,Multan,Multan,618021600,27.05.2016,Asghar Abbas,Community & Business,21,,,21,310033,18602,18650,,,,,,,,538,Functional ,,,,,
43504,61-5862,M/s. Diner ,01.06.2016,Sharif Plaza Multan,Multan,Multan,Multan,,01.06.2016,,Whole Sale & Retail Trade,3,,,3,,,,2700,,,,,,,34680,Functional ,,,,,
43505,61-5867,M/s. Nadeem Enterprises,27.02.2017,Bohargate Multan,Multan,Multan,Multan,,27.02.2017,,Whole Sale & Retail Trade,6,,,6,,,,5400,,,,,,,52560,Functional ,,,,,
43506,83-5881,M/s. Hotel A-One,11.03.2017,"Old Bahawalpur Road, Multan",Multan,Multan,Multan,,11.03.2017,,Recreation Services,8,,,8,,,,7200,,,,,,,70080,Functional ,,,,,
43507,61-5739,M/s. Metro Guard,23.06.2016,Plot No.12 C-1 Islamabad,Multan,Multan,Multan,3027551105,23.06.2016,Rao M. Aslam,Miscellaneos Industries,40,,,40,605000,36300,18584,,,,,,,,1593,Functional ,,,,,
43508,28-5584,M/s. Simmam International,15.02.2016,Pull Shawala Multan,Multan,Multan,Multan,,15.02.2016,,Printing / Publishing,6,,,6,90000,5400,17400,,,,,,,,,Functional ,,,,,
43509,61-5884,M/s. Assanay Embroided,16.03.2017,"TB Hospital Road, Multan",Multan,Multan,Multan,,16.03.2017,,Manufacture of Footware,6,,,6,84000,5040,18309,,37517-18,,,,,5040,18000,Functional ,,,,,
43510,23-5939,M/s. Khan International,01.04.2017,"Masoom Shah Road, Multan",Multan,Multan,Multan,3336116598,01.04.2017,M. Bilal,Manufacture of Textile,10,,,10,,,,9000,,,,,,,18930,Functional ,,,,,
43511,28-5946,M/s.Roznama Awami ,01.04.2017,Town Hall Multan,Multan,Multan,Multan,3007362964,01.04.2017,M. Rafique,Printing / Publishing,6,,,6,,,,5400,,,,,,,42480,Functional ,,,,,
43512,23-5957,M/s. Multan Sizing ,16.08.2017,"TB Hospital Road, Multan",Multan,Multan,Multan,3017426002,16.08.2017,Abdul Ghafoor,Manufacture of Textile,5,,,5,75000,4500,18626,,,,,,,,,Functional ,,,,,
43513,61-5983,M/s. Foji Security Service,11.10.2017,"Old Bahawalpur Road, Multan",Multan,Multan,Multan,,11.10.2017,,Miscellaneos Industries,25,,,25,375000,22500,17458,,,,,,,,,Functional ,,,,,
43514,5/20/37,M/s. Food Festival ,01.01.2018,Ghanta Ghar Multan,Multan,Multan,Multan,3067370800,01.01.2018,M. Saeed,Whole Sale & Retail Trade,15,,,15,,,,,,,,,,,,Functional ,,,,,
43515,23-85,M/s. Zaffar Cotton Factory.,06.06.1970,"Khanewal Road, Multan",Multan,Multan,Multan,-,06.06.1970,-,Manufacture of Textile,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7894,Non-Functional,-,-,-,-,-
43516,23-87,M/s. Mashal Sania Textile Mills,15.11.1970,"Khanewal Road, Multan",Multan,Multan,Multan,-,15.11.1970,-,Manufacture of Textile,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843113,Non-Functional,-,-,-,-,-
43517,14-217,M/s. Ahmad Concreet,01.05.1974,"Khanewal Road, Multan",Multan,Multan,Multan,-,01.05.1974,-,Construction ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3480,Non-Functional,-,-,-,-,-
43518,14-217-A,M/s. R.M. Fabrics,01.05.1974,"Khanewal Road, Multan",Multan,Multan,Multan,3008630996,01.05.1974,Sohail,Manufacture of Textile,40,-,-,40,555517,33331,18028,-,-,-,-,-,-,-,881,Functional ,-,-,-,-,-
43519,23-286,M/s. Roomi Cotton Ginning,01.07.1975,"Khanewal Road, Multan",Multan,Multan,Multan,616741011,01.07.1975,Mehr Bukhsh,Manufacture of Textile,36,-,-,36,546750,32805,18016,-,-,-,-,-,-,-,-,Functional ,-,-,-,-,-
43520,23-287,M/s. Ehsan Cotton Factory.,01.07.1975,"Khanewal Road, Multan",Multan,Multan,Multan,-,01.07.1975,-,Manufacture of Textile,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17592,Non-Functional,-,-,-,-,-
